Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
nehtio,#glagol,#G_pomocni,#G_radni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtila,#glagol,#G_pomocni,#G_radni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtilo,#glagol,#G_pomocni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtjelo,#glagol,#G_pomocni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtjen,#glagol,#G_pomocni,#G_trpni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtjena,#glagol,#G_pomocni,#G_trpni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nehtjeno,#glagol,#G_pomocni,#G_trpni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
možem,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
morem,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogu,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
možeš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moreš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
može,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
more,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
možemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
možete,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogu,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogaše,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogaše,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogasmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogahote,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogahu,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
može,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
može,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao sam,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogo sam,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao si,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao je,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli smo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli ste,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli su,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijah mogao,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijaše mogao,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijaše mogao,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahomo mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahote mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahu mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći ću,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći ćeš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći će,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći ćemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći ćete,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
moći će,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mozi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mozi,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mozimo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mozi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mozi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao bih,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao bi,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao bi,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli bismo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli biste,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli bi,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bih mogo,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bi mogo,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bi mogo,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili bismo mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili biste mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bili bi mogli,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
mogući,#glagol,#G_pomocni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogući,#glagol,#G_glavni,#G_particip,#muski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moguća,#glagol,#G_glavni,#G_particip,#zenski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moguće,#glagol,#G_glavni,#G_particip,#srednji,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogao,#glagol,#G_glavni,#G_radni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogla,#glagol,#G_glavni,#G_radni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moglo,#glagol,#G_glavni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogli,#glagol,#G_glavni,#G_radni,#muski,,#mnozina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogle,#glagol,#G_glavni,#G_radni,#zenski,,#mnozina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
mogla,#glagol,#G_glavni,#G_radni,#srednji,,#mnozina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
Mogši,#glagol,#G_glavni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
moguvši,#glagol,#G_glavni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvižem,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvižeš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dviže,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvižah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignu,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignu,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignusmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigoh,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dviže,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dviže,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigosmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigoste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigoše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo sam,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
jesam dvignuo,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo si,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo je,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli smo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli ste,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli su,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijah dvignuo,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti ću,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti ćeš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti će,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti ćemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti ćete,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuti će,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
Dvigni,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigni,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignimo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignite,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvigni,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo bih,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo bi,#glagol,#G_glavni,,#muski,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo bi,#glagol,#G_glavni,,#muski,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli bismo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli biste,#glagol,#G_glavni,,#muski,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuli bi,#glagol,#G_glavni,,#muski,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bio bih dvignuo,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuvši,#glagol,#G_glavni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
Dvignuvši,#glagol,#G_glavni,,,,,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignući,#glagol,#G_glavni,#G_particip,#muski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuća,#glagol,#G_glavni,#G_particip,#zenski,,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuće,#glagol,#G_glavni,#G_particip,#srednji,,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignuo,#glagol,#G_glavni,#G_radni,#muski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignula,#glagol,#G_glavni,#G_radni,#zenski,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
dvignulo,#glagol,#G_glavni,#G_radni,#srednji,,#jednina,,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljam,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaš,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravlja,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljamo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljate,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaju,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaše,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaše,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljahomo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljahote,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljahu,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravlja,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravlja,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljasmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravih,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravi,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravi,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravismo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napraviste,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napraviše,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljao sam,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravio sam,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljali smo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravili smo,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_perfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijah napravljao,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravio,#glagol,#G_glavni,,#muski,,#jednina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
bijahomo napravljali,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravili,#glagol,#G_glavni,,#muski,,#mnozina,,,,#prvo,,,#G_pluskvamperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljati ću,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napraviti ću,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljat ćemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravit ćemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_futur_I,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaj,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljaj,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljajmo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
napravljajte,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
naprave,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđujem,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđuješ,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđuje,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđujemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđujete,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
potuđuju,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenujem,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenuješ,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenuje,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenujemo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenujete,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenuju,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_prezent,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovaše,#glagol,#G_glavni,,,,#jednina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovaše,#glagol,#G_glavni,,,,#jednina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovahomo,#glagol,#G_glavni,,,,#mnozina,,,,#prvo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovahote,#glagol,#G_glavni,,,,#mnozina,,,,#drugo,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovahu,#glagol,#G_glavni,,,,#mnozina,,,,#trece,,,#G_imperfekt,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
imenovah,#glagol,#G_glavni,,,,#jednina,,,,#prvo,,,#G_aorist,#aktiv,,retrogram-della_bella-v12 final 27.9.2022.xml
