Orth,Pos,VerbType,Participle,Gender,PronounType,Number,Case,inflectionType,animacy,person,adjectiveType,numeralType,tenseType,voice,nounType,Fajl
tjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
tjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
oni,#zamjenica,,,#muski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ona,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ono,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoga,#zamjenica,,,#muski,#Z_pokazna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoga,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onomu,#zamjenica,,,#muski,#Z_pokazna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoj,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onomu,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoga,#zamjenica,,,#muski,#Z_pokazna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onu,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ono,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoga,#zamjenica,,,#muski,#Z_pokazna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onoga,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjem,#zamjenica,,,#muski,#Z_pokazna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onim,#zamjenica,,,#muski,#Z_pokazna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onom,#zamjenica,,,#zenski,#Z_pokazna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjem,#zamjenica,,,#srednji,#Z_pokazna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
oni,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ona,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onim,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onim,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onim,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ona,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onimi,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onimi,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onimi,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjema,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjema,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjema,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onih,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ovezjeh,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onezimi,#zamjenica,,,#muski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onezjema,#zamjenica,,,#zenski,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
onezimi,#zamjenica,,,#srednji,#Z_pokazna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
on,#zamjenica,,,#muski,#Z_osobna,#jednina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ona,#zamjenica,,,#zenski,#Z_osobna,#jednina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ono,#zamjenica,,,#srednji,#Z_osobna,#jednina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#muski,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nje,#zamjenica,,,#zenski,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#srednji,#Z_osobna,#jednina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njemu,#zamjenica,,,#muski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njoj,#zamjenica,,,#zenski,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njemu,#zamjenica,,,#srednji,#Z_osobna,#jednina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#muski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
nju,#zamjenica,,,#zenski,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ono,#zamjenica,,,#srednji,#Z_osobna,#jednina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#muski,#Z_osobna,#jednina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#zenski,#Z_osobna,#jednina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njega,#zamjenica,,,#srednji,#Z_osobna,#jednina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njim,#zamjenica,,,#muski,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njom,#zamjenica,,,#zenski,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njim,#zamjenica,,,#srednji,#Z_osobna,#jednina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
oni,#zamjenica,,,#muski,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
oni,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#nominativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#muski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#genitiv,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njim,#zamjenica,,,#muski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njim,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njim,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#dativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#muski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
one,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
ona,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#akuzativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#muski,#Z_osobna,#mnozina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#ablativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njimi,#zamjenica,,,#muski,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njimi,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njimi,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#instrumental,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#muski,#Z_osobna,#mnozina,#lokativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#zenski,#Z_osobna,#mnozina,#lokativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njih,#zamjenica,,,#srednji,#Z_osobna,#mnozina,#lokativ,,,#trece,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegov,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovu,#zamjenica,,,#muski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovoj,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovu,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#muski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovom,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
negovjem,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovim,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovi,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovim,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovim,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovim,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegove,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegova,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjem,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjema,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjema,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjema,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovima,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovima,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovima,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njegovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#lokativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihov,#zamjenica,,,#muski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihove,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovu,#zamjenica,,,#muski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovoj,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovu,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovu,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovo,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#akuzativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#muski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihove,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#ablativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#muski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovom,#zamjenica,,,#zenski,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#srednji,#Z_posvojna,#jednina,#instrumental,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovi,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihove,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihova,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#nominativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjeh,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovih,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#genitiv,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovjem,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovim,#zamjenica,,,#muski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovim,#zamjenica,,,#zenski,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
njihovim,#zamjenica,,,#srednji,#Z_posvojna,#mnozina,#dativ,,,,,,,,,retrogram-della_bella-v12 final 27.9.2022.xml
